F1v,N1,N2,N3,N4,LSC,T1,T2,T3,T4,C1,C2,L1,L2,L3,density,clustering_coefficient,hubs,att_value,att,dataset
0.0255464577448283,0.400047092064987,0.7670207208775901,0.3310572168589593,0.6755356722392277,0.999797083873496,0.0487402872615964,0.0016482222745467,0.0014127619496114,0.8571428571428571,0.0004752046760928,0.0013165352550765,0.7384594759377676,0.2573581351542265,0.7862020249587944,0.9283003901454476,0.3593775320015789,0.9997645396750648,0.0,sex,compas
0.0409011870167318,0.4762366634335596,0.4955256519150922,0.3520853540252182,0.6867119301648884,0.9977835499138726,0.1037827352085354,0.0067895247332686,0.005819592628516,0.8571428571428571,0.0096314023335125,0.0262941430961394,0.7366925132381418,0.2512124151309408,0.7817652764306499,0.9145819404292184,0.355420741004956,0.9990300678952472,1.0,sex,compas
0.0079502995635006,0.5800604229607251,0.4962783306952881,0.4410876132930513,0.972809667673716,0.9948704374731884,0.9909365558912386,0.1238670694864048,0.0876132930513595,0.7073170731707317,0.0041189093377808,0.0113444539233661,0.7346234219985333,0.2779456193353474,0.7190332326283988,0.9281604184829992,0.5565959422256814,0.9946236559139784,0.0,foreigner,catalunya
0.0138867107143737,0.5763358778625954,0.4922924739280192,0.4026717557251908,0.9694656488549618,0.9953601188741916,0.9980916030534353,0.0782442748091603,0.0553435114503816,0.7073170731707317,0.0949556787123003,0.2280846670108415,0.7738391181266314,0.2881679389312977,0.5572519083969466,0.9442224442224444,0.5925777447046938,0.9972527472527472,1.0,foreigner,catalunya
0.0014684699156079,0.6231884057971014,0.4860078782788413,0.4396135265700482,0.8405797101449275,0.9926486032346146,1.0,0.0338164251207729,0.0338164251207729,1.0,0.001364035841428,0.0037735849056602,0.7377074042403168,0.3043478260869565,0.7342995169082126,0.8034098981766516,0.322696778334001,0.9951456310679612,0.0,Age,diabetes-w
0.0008098436314156,0.392156862745098,0.4446304637500701,0.2709447415329769,0.839572192513369,0.9859431051629856,0.998217468805704,0.0124777183600713,0.0124777183600713,1.0,0.1375535994453979,0.3115916760103219,0.8336284896269172,0.1836007130124777,0.7237076648841355,0.7096256684491979,0.2620555423952487,0.998217468805704,1.0,Age,diabetes-w
0.4759168256896068,0.6495278969957081,0.4879104544497331,0.4416309012875536,0.5907296137339055,0.9999226878373152,0.5176824034334764,0.0004291845493562,0.0004291845493562,1.0,0.0032359874338612,0.0089253426772655,0.6710909011830242,0.411587982832618,0.5707296137339056,0.68649641498819,0.046043961243939,0.9999141630901288,0.0,gender,lsat
0.3283940017121053,0.5791505791505791,0.4698606763914092,0.3864313292884721,0.590292333149476,0.9998295572608078,0.549034749034749,0.0005515719801434,0.0005515719801434,1.0,0.0668961854971306,0.1673154925380211,0.7050638063856252,0.3309431880860452,0.5847766133480419,0.7012248257047147,0.0766311949364367,0.9998896856039712,1.0,gender,lsat
9.48821894896968e-08,0.1638652602926165,0.2660022907791322,0.1071793126913915,0.7610751956447771,0.9931342908621384,0.5580129295678802,0.0008166042871725,0.0007485539299081,0.9166666666666666,0.4893909520474112,0.7478822682788233,0.843820576720652,0.0977883633889078,0.5654304185096972,0.0,0.0,0.0,0.0,Sex,adult
2.0327609347049561e-07,0.3321977266026796,0.3562349020507815,0.24283421233662,0.7233596488354571,0.9986355906228418,0.4203164411832149,0.0003930946375339,0.0003275788646116,0.8333333333333334,0.1039873869386586,0.2466272747321902,0.751979265420433,0.2028040750810757,0.7628329020211616,0.0,0.0,0.0,1.0,Sex,adult
0.0224272450694407,0.432755905511811,0.7017396772165164,0.3681889763779528,0.654488188976378,0.9996129208258416,0.0529133858267716,0.0022047244094488,0.0018897637795275,0.8571428571428571,0.0167586434297675,0.0452377244952789,0.7377766211651932,0.2733858267716535,0.7653543307086614,0.9131442974165092,0.3201448926323532,0.9996850393700788,0.0,race,compas
0.0457418632422031,0.4574417498811222,0.652600882601477,0.2815026153114598,0.6899667142177841,0.9995330810388168,0.0694246314788397,0.0033285782215882,0.0028530670470756,0.8571428571428571,0.0841000930069351,0.2051573314827328,0.7256928660270674,0.2501188777936281,0.7184973846885402,0.9029332841081994,0.3360569254227582,0.9995244888254874,1.0,race,compas
0.0252447176033118,0.5238095238095238,0.482853171504229,0.3333333333333333,0.9285714285714286,0.959750566893424,1.0,0.3333333333333333,0.2142857142857142,0.6428571428571429,0.0412881170228682,0.1072961373390558,0.7772177131055028,0.2857142857142857,0.6428571428571429,0.9475806451612904,0.7895833333333333,0.96875,0.0,sex,older-adults
0.0008814196859633,0.6785714285714286,0.5051963678530987,0.5357142857142857,0.9285714285714286,0.9604591836734694,1.0,0.5,0.2857142857142857,0.5714285714285714,0.0597140413293689,0.1509433962264151,0.6502397543015109,0.3214285714285714,0.4285714285714285,0.924901185770751,0.7652173913043478,0.9565217391304348,1.0,sex,older-adults
1.3030117460871187e-10,0.1729155008393956,0.4071297878892396,0.1135982092893117,0.9084126095877636,0.9914787312222436,1.0,0.004290244357396,0.0037306472673008,0.8695652173913043,0.5694666177048935,0.8082602564666606,0.9189235515941035,0.0882298078716657,0.4877821301995896,0.8595400703497575,0.4530382184316864,0.9998129442573886,0.0,gender,hrs
2.4505532554917057e-10,0.2206933765007419,0.4189128921894978,0.1459598003507352,0.9081343585592876,0.9947979502104806,1.0,0.0031026574935923,0.0026979630379063,0.8695652173913043,0.4528956966929113,0.7168896477448843,0.8959463162204688,0.1118305679212194,0.6029947389720761,0.882872420024138,0.4602227541044761,0.999865010799136,1.0,gender,hrs
0.0046363671468978,0.6302462712452307,0.572769433784614,0.453139091224419,0.6463406174124177,0.9999511579415448,0.5250086715227194,0.000624349635796,0.000624349635796,1.0,0.0010850450429756,0.0030031132501155,0.6652763925784928,0.390496011099549,0.6303156434269858,0.932702197602333,0.5186393232151916,0.9999306278182448,0.0,Sex,oulad
0.0065322303536513,0.6263549540048046,0.5586464407535471,0.4617683248374055,0.6395968828733813,0.999956876913394,0.5473135290326361,0.0005273334505185,0.0005273334505185,1.0,0.0064527860540795,0.0177060793776848,0.6493010970363211,0.3917501611296654,0.6075467276029765,0.919588065623526,0.4961797269194546,0.9999414073943867,1.0,Sex,oulad
0.0689803837033843,0.0027777777777777,0.2727272727272727,0.0,1.0,0.9679945892394451,0.6666666666666666,0.0010802469135802,0.0010802469135802,1.0,0.0817041659455105,0.1999999999999999,1.0,0.0,1.0,0.9888588773987756,0.70620466067428,0.9998456790123456,0.0,finance,nursery
0.0689803837033843,0.0027777777777777,0.2727272727272727,0.0,1.0,0.9679945892394451,0.6666666666666666,0.0010802469135802,0.0010802469135802,1.0,0.0817041659455105,0.1999999999999999,1.0,0.0,1.0,0.9888588773987756,0.70620466067428,0.9998456790123456,1.0,finance,nursery
1.297456248545425e-08,0.5869565217391305,0.4904431015554556,0.4021739130434782,0.9836956521739132,0.9891895085066162,1.0,1.3478260869565215,0.3695652173913043,0.2741935483870967,0.0123074911041967,0.033457249070632,0.9285674306182314,0.0760869565217391,0.9619565217391304,0.5659040413138774,0.0521837106817677,0.994535519125683,0.0,sex,arrhythmia
2.6142062714890714e-10,0.4914529914529914,0.4844540838203753,0.3461538461538461,0.9871794871794872,0.9832529768427204,1.0,1.0598290598290598,0.2905982905982906,0.2741935483870967,0.0860370804571631,0.2093008044999673,0.8769347752929197,0.1324786324786324,0.8333333333333334,0.4630013319520497,0.0315049540565799,0.9957081545064378,1.0,sex,arrhythmia
0.2810751778551441,0.6480815347721822,0.4682830519251702,0.4460431654676259,0.6154076738609112,0.999575699152908,0.7281175059952039,0.0014988009592326,0.0014988009592326,1.0,0.0213124132708033,0.0571197128511672,0.6365591665417043,0.3714028776978417,0.5830335731414868,0.8149590672289755,0.1006484538033508,0.9997002398081536,0.0,race,lsat
0.3315367586435418,0.6060762989815295,0.4838997245739953,0.4107831290638126,0.5708613844294839,0.9999345196718624,0.4936417515392139,0.0002877035502618,0.0002877035502618,1.0,0.0403494130204552,0.1050067139861958,0.7090841708350465,0.3743598596006675,0.5312733759134588,0.7807439421118604,0.0432769747140581,0.9999424592899476,1.0,race,lsat
0.3008657661091269,0.4345930232558139,0.4484556002283581,0.2936046511627906,0.8052325581395349,0.9943085789616009,0.7667151162790697,0.0079941860465116,0.0065406976744186,0.8181818181818182,0.1194209555632863,0.2772455961566457,0.6992111854032271,0.2536337209302325,0.5973837209302325,0.8526351946618662,0.33282225438382,0.9992721979621544,0.0,sex,singles
0.3804106539909044,0.4892136395267919,0.4728316395320666,0.348643006263048,0.7780097425191371,0.9973912441300572,0.7870563674321504,0.0076548364648573,0.0062630480167014,0.8181818181818182,0.0269719492720125,0.0716524925549727,0.6902178707570953,0.3061934585942936,0.6715379262352122,0.8850552735531334,0.3533505797385372,0.9993036211699164,1.0,sex,singles
0.0265381032759142,0.25,0.2797733855308053,0.1617647058823529,0.9852941176470588,0.890787197231834,0.9117647058823528,0.0441176470588235,0.0441176470588235,1.0,0.0307959050401763,0.0813278008298755,0.8745924874490586,0.1176470588235294,0.9558823529411764,0.8731343283582089,0.2505686139120396,0.9852941176470588,0.0,Race,ricci
0.0714018634011163,0.14,0.2460727717387033,0.04,0.98,0.8168,0.88,0.06,0.06,1.0,0.1187091007693073,0.2758620689655172,0.9615384615384616,0.04,0.96,0.7891156462585034,0.1922288657124696,0.979591836734694,1.0,Race,ricci
0.0931234041586832,0.5094399241646259,0.4623200557877871,0.3603760170629592,0.6163599020459752,0.9999298409966596,0.584327356031282,0.0005529662690575,0.0004739710877636,0.8571428571428571,0.2059674347479196,0.4272526652438685,0.8068453424264636,0.2393948969112884,0.4996050240935303,0.0,0.0,0.0,0.0,Sex,diabetes
0.0650954101944524,0.509924249688369,0.4592157466271599,0.3670534087640233,0.6192348259660562,0.9999126273728648,0.5887429283728066,0.0006712052929331,0.0006232620577236,0.9285714285714286,0.1969153818693487,0.4130966400349841,0.8032812138950937,0.2448940454501869,0.5049381532265798,0.0,0.0,0.0,1.0,Sex,diabetes
0.0010174865179093,0.052870090634441,0.0884974515576399,0.0302114803625377,0.9818731117824774,0.7808640848477104,0.9259818731117824,0.0105740181268882,0.0090634441087613,0.8571428571428571,0.7207039097849056,0.8986741186759281,0.9814652569014656,0.0135951661631419,0.8731117824773413,0.8698438235576418,0.1770550705621318,0.9984894259818732,0.0,sex,insurance
0.0010017893356403,0.0547337278106508,0.0918392894914414,0.029585798816568,0.9733727810650888,0.8064296593256539,0.9186390532544378,0.0103550295857988,0.0088757396449704,0.8571428571428571,0.635845371640777,0.8513862008294584,0.9663594073540552,0.0236686390532544,0.8520710059171598,0.8806881437650669,0.1523270972283303,0.9985207100591716,1.0,sex,insurance
1.2924417543273044e-05,0.3828859060402684,0.3776588776531118,0.2670581655480984,0.6859060402684564,0.999603280507885,0.9228747203579418,0.0007270693512304,0.000559284116331,0.7692307692307693,0.262685705446483,0.5090796540922129,0.8230297457239735,0.1878635346756152,0.617393736017897,0.0,0.0,0.0,0.0,sex,credit
9.565864282039977e-06,0.4184620625053223,0.3928370213612359,0.2892787192369922,0.6917312441454484,0.9994390856102684,0.937664991910074,0.0011070424934003,0.0008515711487694,0.7692307692307693,0.2031686702716671,0.4229103137349242,0.8046165184219721,0.2113599591245848,0.6242868091629056,0.0,0.0,0.0,1.0,sex,credit
0.0004074699913562,0.1876484560570071,0.3975431566397638,0.1163895486935867,0.9002375296912114,0.9193865979090616,1.0,0.2280285035629453,0.0665083135391924,0.2916666666666667,0.4951601660709556,0.7525706443326178,0.9288250002659048,0.0712589073634204,0.7363420427553444,0.8712953082510069,0.3500398655166382,0.9976076555023924,0.0,race,crime
0.0011629707386851,0.4255725190839695,0.4708313566195244,0.2951653944020356,0.9459287531806616,0.99648265770578,1.0,0.0610687022900763,0.0216284987277353,0.3541666666666667,0.0165983413313947,0.0448163403522707,0.7915588311596029,0.1774809160305343,0.8657760814249363,0.8154884249023733,0.2796179257416467,0.9993638676844784,1.0,race,crime
0.0057920800810335,0.1977339543487596,0.41589615973832,0.1359957718098635,0.6750569814686355,0.9989621830981208,0.2144154857463746,0.0002642618835265,0.0002312291480857,0.875,0.426873667646487,0.6933003625654739,0.8210716612230209,0.1083473722458956,0.6398440854887193,0.0,0.0,0.0,0.0,Sex,dutch
0.0123390677829545,0.252197565263542,0.4490483958550171,0.1632666600325073,0.6564500613659734,0.9989433857445672,0.2069857697283312,0.0002653663714465,0.0002653663714465,1.0,0.3542698543530082,0.620087517640697,0.7520989044760852,0.164825687464756,0.4993199986731681,0.0,0.0,0.0,1.0,Sex,dutch
0.0263903483875588,0.5413533834586466,0.4887881482800422,0.3872180451127819,0.9962406015037594,0.991562552999039,1.0,0.1390977443609022,0.112781954887218,0.8108108108108109,0.0058802327784773,0.0161498345763472,0.7880551425055402,0.206766917293233,0.8345864661654135,0.9849761095512536,0.8143074747035143,0.995049504950495,0.0,sex,student
0.0413366749075833,0.5509138381201044,0.4865524283860316,0.3838120104438642,1.0,0.9944031249786964,1.0,0.0966057441253263,0.0809399477806788,0.8378378378378378,0.0249332372853521,0.0664469781849338,0.7918001160422244,0.2402088772845953,0.7754569190600522,0.9843040206115669,0.7505627305818641,0.997093023255814,1.0,sex,student
5.364851562712554e-06,0.1073825503355704,0.2582206376276278,0.0508149568552253,0.9856184084372004,0.9414339673980489,0.959731543624161,0.0201342281879194,0.0143815915627996,0.7142857142857143,0.0043549517827755,0.0119900220209976,0.9810839416843536,0.0134228187919463,0.9952061361457336,0.8393093255149368,0.2490886601561177,0.9990375360923964,0.0,Gender,obesity
1.1820397093150012e-05,0.1432584269662921,0.322117018521386,0.0683520599250936,0.9831460674157304,0.9850099594607864,0.9672284644194756,0.0196629213483146,0.0159176029962546,0.8095238095238095,0.0046824079350656,0.0128847929478579,0.97742092692793,0.0196629213483146,0.99625468164794,0.8371642969984202,0.2257071790833833,0.9990530303030304,1.0,Gender,obesity
0.1400875634284701,0.6527777777777778,0.4945470762599271,0.4305555555555556,0.9722222222222222,0.9747299382716048,1.0,0.2638888888888889,0.2222222222222222,0.8421052631578947,0.0962237117654166,0.230716723549488,0.7480540660058895,0.2222222222222222,0.7916666666666666,0.9478991596638656,0.7282993197278911,0.9714285714285714,0.0,ge,academic
0.0809159055060634,0.5423728813559322,0.4728965443006123,0.3389830508474576,0.9661016949152542,0.9638035047400172,1.0,0.3220338983050847,0.2372881355932203,0.7368421052631579,0.0101779440364189,0.0277620396600567,0.7985744869158916,0.2033898305084746,0.8305084745762712,0.9497354497354498,0.8333333333333333,0.9642857142857144,1.0,ge,academic
6.895581265650104e-07,0.6,0.4590839638182231,0.4096774193548387,0.7483870967741936,0.9944953173777316,0.9967741935483873,0.0258064516129032,0.0193548387096774,0.75,0.0644997280407611,0.1618912818943423,0.7547133568408151,0.3225806451612903,0.567741935483871,0.827574460837538,0.3511666997035072,0.996742671009772,0.0,Sex,german
8.484484817840793e-07,0.5521739130434783,0.44503484047757,0.3739130434782608,0.7507246376811594,0.9952783028775468,0.991304347826087,0.0115942028985507,0.0101449275362318,0.875,0.1489300756071077,0.3322941551481354,0.7832009080590239,0.2768115942028985,0.5173913043478261,0.8689818739136763,0.3491086200975088,0.9985380116959064,1.0,Sex,german
1.7510386043970179e-09,0.1506986027944112,0.326179970916269,0.0948103792415169,0.8221057884231537,0.9831739963187398,0.994011976047904,0.0042415169660678,0.0014970059880239,0.3529411764705882,0.4873329779850047,0.7461963006694211,0.8974473802060009,0.1142714570858283,0.5024950099800399,0.2906075794505324,0.0508488041223187,0.999750499001996,0.0,sex,parkinson
4.1835488966544895e-12,0.1135511515800749,0.220499706471533,0.0690948044991965,0.8843063738618104,0.8849604769673944,0.97214783074451,0.0091055168719871,0.0026780931976432,0.2941176470588235,0.2893536569840949,0.5438587843102033,0.9148528100385264,0.0717728976968398,0.8800214247455811,0.4663683985184291,0.0555832109422221,0.9994640943193998,1.0,sex,parkinson
3.685853207439772e-06,0.4584115071919949,0.4468673701559202,0.2201375859912445,0.8298936835522202,0.9970083710073644,0.8467792370231395,0.0068792995622263,0.0050031269543464,0.7272727272727273,0.0034789077395009,0.0095916036684907,0.7385234400314807,0.2607879924953096,0.8067542213883677,0.6587288587879496,0.1521471668580094,0.9993742177722152,0.0,color,wine
8.385618150902437e-08,0.4030247292049867,0.4361337988485548,0.181483752299203,0.823829961169017,0.9983029849195844,0.8060494584099734,0.0022481095442468,0.0018393623543838,0.8181818181818182,0.079875775790694,0.1960402088397873,0.7796940344238632,0.2503576537911302,0.6967095851216023,0.4975284589162299,0.0608780504028706,0.999795584627964,1.0,color,wine
0.0067641197074168,0.5555555555555556,0.4940052740409566,0.4208754208754208,0.9562289562289562,0.9941162466414992,0.98989898989899,0.138047138047138,0.0942760942760942,0.6829268292682927,0.0013824744422362,0.0038244812057299,0.736477034973179,0.2760942760942761,0.7508417508417509,0.9257818345054616,0.5524831585476915,0.9939024390243902,0.0,NatG,catalunya
0.0140435507548879,0.5824372759856631,0.4930171144386278,0.4139784946236559,0.9802867383512543,0.9956546036150614,0.9982078853046596,0.0734767025089605,0.0519713261648745,0.7073170731707317,0.0947631050115753,0.2276841110643094,0.7701344611776567,0.2939068100358423,0.53584229390681,0.9447951012717852,0.5957119408141378,0.9974093264248703,1.0,NatG,catalunya
0.0039776625551461,0.4757281553398058,0.4243782748634606,0.2864077669902912,0.8495145631067961,0.9884767650108398,0.9951456310679612,0.029126213592233,0.029126213592233,1.0,0.0082429755936055,0.0225535880708294,0.7392219626641834,0.2524271844660194,0.7524271844660194,0.8953610712577714,0.236981001956411,0.9951219512195122,0.0,Sex,heart
0.0008124019244009,0.3608247422680412,0.3891007299184721,0.2783505154639175,0.8556701030927835,0.9403762355191838,0.9896907216494846,0.0618556701030927,0.0618556701030927,1.0,0.1766954552171467,0.3802719917369599,0.842629549969206,0.1855670103092783,0.6804123711340206,0.8634179821551132,0.3314728951602742,0.9893617021276596,1.0,Sex,heart
0.3879736535847168,0.4634146341463415,0.4654837967413698,0.3107104984093319,0.8271474019088016,0.994079273634269,0.9989395546129376,0.0116648992576882,0.0106044538706256,0.9090909090909092,0.1346863556708484,0.3062730346173992,0.6350364015636122,0.2873806998939555,0.5026511134676565,0.8746040215871558,0.3418176728841812,0.9989395546129376,0.0,Gender,drugs
0.1738561722675732,0.3057324840764331,0.439312395878646,0.2133757961783439,0.8577494692144374,0.9843987360316624,0.9978768577494692,0.0116772823779193,0.0106157112526539,0.9090909090909092,0.3778133358959503,0.6451051406863613,0.7633755721088819,0.1549893842887473,0.494692144373673,0.8103070546534269,0.3472485387489475,0.9989384288747346,1.0,Gender,drugs
4.743638188299728e-10,0.2668048563814036,0.4318198974507446,0.180633698549008,0.9215279834172342,0.99421542846455,1.0,0.0068107787977494,0.0059224163458691,0.8695652173913043,0.3680475792710463,0.6348849271525906,0.8800910048184054,0.1288125555226532,0.6393248445365709,0.9214896714413228,0.4954018208067152,0.999702469503124,0.0,race,hrs
1.3011638873717066e-10,0.1767585399595615,0.4064539271436572,0.1150367138448441,0.902202830690646,0.994738391723038,1.0,0.0024475896562732,0.0021283388315419,0.8695652173913043,0.5542671260865736,0.7975434639973422,0.9150842341026392,0.0927955730552304,0.5035649675428329,0.8798523804953804,0.4656359058171129,0.9998935604044704,1.0,race,hrs
0.0120411214362645,0.5224665391969407,0.4561355771089497,0.3588910133843213,0.6477055449330784,0.9998059529336926,0.7236137667304016,0.0013384321223709,0.0011472275334608,0.8571428571428571,0.1945308055383671,0.4093132366668567,0.8023318248063205,0.2463671128107074,0.5016252390057362,0.0,0.0,0.0,0.0,Race,diabetes
0.1066613470567334,0.5104994960241909,0.4629338053773848,0.3645705006159704,0.5981352895061037,0.9999515902954432,0.5461137865382462,0.0003919811849031,0.0003639825288386,0.9285714285714286,0.2040223145194014,0.4242380083827008,0.8060846799675002,0.2405644529062605,0.4951562325008399,0.0,0.0,0.0,1.0,Race,diabetes
0.0135680404127833,0.5836680053547524,0.4943834376543654,0.4190093708165997,0.9772423025435074,0.9971523756785284,0.994645247657296,0.0548862115127175,0.038821954484605,0.7073170731707317,0.0288930045160372,0.0765274641939987,0.7353785822919132,0.3065595716198125,0.678714859437751,0.9553999901053776,0.6112735136739065,0.9979716024340772,0.0,sex,catalunya
0.0036436611600588,0.4166666666666667,0.4817039344184816,0.3148148148148147,0.9629629629629628,0.965363511659808,1.0,0.3796296296296296,0.2407407407407407,0.6341463414634146,0.2707260581550589,0.5197969543147207,0.9197326082835298,0.0833333333333333,0.8148148148148148,0.8933236574746009,0.5242661718405045,0.981132075471698,1.0,sex,catalunya
5.339882867176542e-12,0.3704174028268551,0.4361112897809377,0.2580057420494699,0.753809628975265,0.9995511615642052,0.9888471731448764,0.001214664310954,0.0007729681978798,0.6363636363636364,0.2628153876005825,0.5092541434267239,0.7321063642845622,0.2022416077738515,0.5151280918727915,0.0,0.0,0.0,0.0,SEX,default
4.49228257351536e-12,0.4156292059219381,0.4461232524535297,0.2898721399730821,0.7627018842530283,0.9994192162403156,0.9900740242261103,0.001850605652759,0.0011776581426648,0.6363636363636364,0.2021898285052354,0.4213843754739632,0.7286792998736508,0.2086978465679677,0.6120457604306864,0.0,0.0,0.0,1.0,SEX,default
